Gap Start,Gap End,Gap (min),Category
2020-05-11 15:59,2020-05-11 17:00,61,Daily Maintenance
2020-05-12 15:14,2020-05-12 15:30,16,Settlement Window
2020-05-12 15:59,2020-05-12 17:00,61,Daily Maintenance
2020-05-13 15:14,2020-05-13 15:30,16,Settlement Window
2020-05-13 15:59,2020-05-13 17:00,61,Daily Maintenance
2020-05-14 15:14,2020-05-14 15:30,16,Settlement Window
2020-05-14 15:59,2020-05-14 17:00,61,Daily Maintenance
2020-05-15 15:14,2020-05-15 15:30,16,Settlement Window
2020-05-15 15:59,2020-05-17 17:00,2941,Weekend / Holiday
2020-05-18 15:14,2020-05-18 15:30,16,Settlement Window
2020-05-18 15:59,2020-05-18 17:00,61,Daily Maintenance
2020-05-19 15:14,2020-05-19 15:30,16,Settlement Window
2020-05-19 15:59,2020-05-19 17:00,61,Daily Maintenance
2020-05-20 15:14,2020-05-20 15:30,16,Settlement Window
2020-05-20 15:59,2020-05-20 17:00,61,Daily Maintenance
2020-05-21 15:14,2020-05-21 15:30,16,Settlement Window
2020-05-21 15:59,2020-05-21 17:00,61,Daily Maintenance
2020-05-22 15:14,2020-05-22 15:30,16,Settlement Window
2020-05-22 15:59,2020-05-24 17:00,2941,Weekend / Holiday
2020-05-25 11:59,2020-05-25 17:00,301,Holiday Early Close
2020-05-25 17:46,2020-05-25 17:48,2,Minor (2-5 min)
2020-05-26 15:14,2020-05-26 15:30,16,Settlement Window
2020-05-26 15:59,2020-05-26 17:00,61,Daily Maintenance
2020-05-27 15:14,2020-05-27 15:30,16,Settlement Window
2020-05-27 15:59,2020-05-27 17:00,61,Daily Maintenance
2020-05-28 15:14,2020-05-28 15:30,16,Settlement Window
2020-05-28 15:59,2020-05-28 17:00,61,Daily Maintenance
2020-05-29 15:14,2020-05-29 15:30,16,Settlement Window
2020-05-29 15:59,2020-05-31 17:00,2941,Weekend / Holiday
2020-06-01 15:14,2020-06-01 15:30,16,Settlement Window
2020-06-01 15:59,2020-06-01 17:00,61,Daily Maintenance
2020-06-02 15:14,2020-06-02 15:30,16,Settlement Window
2020-06-02 15:59,2020-06-02 17:00,61,Daily Maintenance
2020-06-03 15:14,2020-06-03 15:30,16,Settlement Window
2020-06-03 15:59,2020-06-03 17:00,61,Daily Maintenance
2020-06-04 15:14,2020-06-04 15:30,16,Settlement Window
2020-06-04 15:59,2020-06-04 17:00,61,Daily Maintenance
2020-06-05 15:14,2020-06-05 15:30,16,Settlement Window
2020-06-05 15:59,2020-06-07 17:00,2941,Weekend / Holiday
2020-06-08 15:14,2020-06-08 15:30,16,Settlement Window
2020-06-08 15:59,2020-06-08 17:00,61,Daily Maintenance
2020-06-09 15:14,2020-06-09 15:30,16,Settlement Window
2020-06-09 15:59,2020-06-09 17:00,61,Daily Maintenance
2020-06-10 15:14,2020-06-10 15:30,16,Settlement Window
2020-06-10 15:59,2020-06-10 17:00,61,Daily Maintenance
2020-06-11 15:14,2020-06-11 15:30,16,Settlement Window
2020-06-11 15:59,2020-06-11 17:00,61,Daily Maintenance
2020-06-12 15:14,2020-06-12 15:30,16,Settlement Window
2020-06-12 15:59,2020-06-14 17:00,2941,Weekend / Holiday
2020-06-14 23:09,2020-06-14 23:11,2,Minor (2-5 min)
2020-06-14 23:27,2020-06-14 23:29,2,Minor (2-5 min)
2020-06-15 15:14,2020-06-15 15:30,16,Settlement Window
2020-06-15 15:59,2020-06-15 17:00,61,Daily Maintenance
2020-06-16 09:55,2020-06-16 09:57,2,Minor (2-5 min)
2020-06-16 15:14,2020-06-16 15:30,16,Settlement Window
2020-06-16 15:59,2020-06-16 17:00,61,Daily Maintenance
2020-06-17 15:14,2020-06-17 15:30,16,Settlement Window
2020-06-17 15:59,2020-06-17 17:00,61,Daily Maintenance
2020-06-18 15:14,2020-06-18 15:30,16,Settlement Window
2020-06-18 15:59,2020-06-18 17:00,61,Daily Maintenance
2020-06-19 15:14,2020-06-19 15:30,16,Settlement Window
2020-06-19 15:59,2020-06-21 17:00,2941,Weekend / Holiday
2020-06-22 15:14,2020-06-22 15:30,16,Settlement Window
2020-06-22 15:59,2020-06-22 17:00,61,Daily Maintenance
2020-06-23 15:14,2020-06-23 15:30,16,Settlement Window
2020-06-23 15:59,2020-06-23 17:00,61,Daily Maintenance
2020-06-24 15:14,2020-06-24 15:30,16,Settlement Window
2020-06-24 15:59,2020-06-24 17:00,61,Daily Maintenance
2020-06-25 15:14,2020-06-25 15:30,16,Settlement Window
2020-06-25 15:59,2020-06-25 17:00,61,Daily Maintenance
2020-06-26 15:14,2020-06-26 15:30,16,Settlement Window
2020-06-26 15:59,2020-06-28 17:00,2941,Weekend / Holiday
2020-06-29 15:14,2020-06-29 15:30,16,Settlement Window
2020-06-29 15:59,2020-06-29 17:00,61,Daily Maintenance
2020-06-30 15:14,2020-06-30 15:30,16,Settlement Window
2020-06-30 15:59,2020-06-30 17:00,61,Daily Maintenance
2020-07-01 15:14,2020-07-01 15:30,16,Settlement Window
2020-07-01 15:59,2020-07-01 17:00,61,Daily Maintenance
2020-07-02 15:14,2020-07-02 15:30,16,Settlement Window
2020-07-02 15:59,2020-07-02 17:00,61,Daily Maintenance
2020-07-03 11:59,2020-07-05 17:00,3181,Weekend / Holiday
2020-07-06 15:14,2020-07-06 15:30,16,Settlement Window
2020-07-06 15:59,2020-07-06 17:00,61,Daily Maintenance
2020-07-07 15:14,2020-07-07 15:30,16,Settlement Window
2020-07-07 15:59,2020-07-07 17:00,61,Daily Maintenance
2020-07-08 15:14,2020-07-08 15:30,16,Settlement Window
2020-07-08 15:59,2020-07-08 17:00,61,Daily Maintenance
2020-07-09 15:14,2020-07-09 15:30,16,Settlement Window
2020-07-09 15:59,2020-07-09 17:00,61,Daily Maintenance
2020-07-10 15:14,2020-07-10 15:30,16,Settlement Window
2020-07-10 15:59,2020-07-12 17:00,2941,Weekend / Holiday
2020-07-13 15:14,2020-07-13 15:30,16,Settlement Window
2020-07-13 15:59,2020-07-13 17:00,61,Daily Maintenance
2020-07-14 15:14,2020-07-14 15:30,16,Settlement Window
2020-07-14 15:59,2020-07-14 17:00,61,Daily Maintenance
2020-07-15 15:14,2020-07-15 15:30,16,Settlement Window
2020-07-15 15:59,2020-07-15 17:00,61,Daily Maintenance
2020-07-16 15:14,2020-07-16 15:30,16,Settlement Window
2020-07-16 15:59,2020-07-16 17:00,61,Daily Maintenance
2020-07-17 15:14,2020-07-17 15:30,16,Settlement Window
2020-07-17 15:59,2020-07-19 17:00,2941,Weekend / Holiday
2020-07-20 15:14,2020-07-20 15:30,16,Settlement Window
2020-07-20 15:59,2020-07-20 17:00,61,Daily Maintenance
2020-07-21 15:14,2020-07-21 15:30,16,Settlement Window
2020-07-21 15:59,2020-07-21 17:00,61,Daily Maintenance
2020-07-22 15:14,2020-07-22 15:30,16,Settlement Window
2020-07-22 15:59,2020-07-22 17:00,61,Daily Maintenance
2020-07-23 15:14,2020-07-23 15:30,16,Settlement Window
2020-07-23 15:59,2020-07-23 17:00,61,Daily Maintenance
2020-07-24 15:14,2020-07-24 15:30,16,Settlement Window
2020-07-24 15:59,2020-07-26 17:00,2941,Weekend / Holiday
2020-07-27 15:14,2020-07-27 15:30,16,Settlement Window
2020-07-27 15:59,2020-07-27 17:00,61,Daily Maintenance
2020-07-28 15:14,2020-07-28 15:30,16,Settlement Window
2020-07-28 15:59,2020-07-28 17:00,61,Daily Maintenance
2020-07-29 15:14,2020-07-29 15:30,16,Settlement Window
2020-07-29 15:59,2020-07-29 17:00,61,Daily Maintenance
2020-07-30 15:14,2020-07-30 15:30,16,Settlement Window
2020-07-30 15:59,2020-07-30 17:00,61,Daily Maintenance
2020-07-31 14:01,2020-07-31 14:03,2,Minor (2-5 min)
2020-07-31 15:14,2020-07-31 15:30,16,Settlement Window
2020-07-31 15:59,2020-08-02 17:00,2941,Weekend / Holiday
2020-08-03 15:14,2020-08-03 15:30,16,Settlement Window
2020-08-03 15:59,2020-08-03 17:00,61,Daily Maintenance
2020-08-03 17:48,2020-08-03 17:50,2,Minor (2-5 min)
2020-08-04 15:14,2020-08-04 15:30,16,Settlement Window
2020-08-04 15:59,2020-08-04 17:00,61,Daily Maintenance
2020-08-05 15:14,2020-08-05 15:30,16,Settlement Window
2020-08-05 15:59,2020-08-05 17:00,61,Daily Maintenance
2020-08-05 17:39,2020-08-05 17:41,2,Minor (2-5 min)
2020-08-06 15:14,2020-08-06 15:30,16,Settlement Window
2020-08-06 15:59,2020-08-06 17:00,61,Daily Maintenance
2020-08-06 17:45,2020-08-06 17:47,2,Minor (2-5 min)
2020-08-07 15:14,2020-08-07 15:30,16,Settlement Window
2020-08-07 15:59,2020-08-09 17:00,2941,Weekend / Holiday
2020-08-10 15:14,2020-08-10 15:30,16,Settlement Window
2020-08-10 15:59,2020-08-10 17:00,61,Daily Maintenance
2020-08-11 15:14,2020-08-11 15:30,16,Settlement Window
2020-08-11 15:59,2020-08-11 17:00,61,Daily Maintenance
2020-08-12 15:14,2020-08-12 15:30,16,Settlement Window
2020-08-12 15:59,2020-08-12 17:00,61,Daily Maintenance
2020-08-13 15:14,2020-08-13 15:30,16,Settlement Window
2020-08-13 15:59,2020-08-13 17:00,61,Daily Maintenance
2020-08-14 15:14,2020-08-14 15:30,16,Settlement Window
2020-08-14 15:59,2020-08-16 17:00,2941,Weekend / Holiday
2020-08-16 18:15,2020-08-16 18:17,2,Minor (2-5 min)
2020-08-17 15:14,2020-08-17 15:30,16,Settlement Window
2020-08-17 15:59,2020-08-17 17:00,61,Daily Maintenance
2020-08-17 17:43,2020-08-17 17:45,2,Minor (2-5 min)
2020-08-18 15:14,2020-08-18 15:30,16,Settlement Window
2020-08-18 15:59,2020-08-18 17:00,61,Daily Maintenance
2020-08-19 15:14,2020-08-19 15:30,16,Settlement Window
2020-08-19 15:59,2020-08-19 17:00,61,Daily Maintenance
2020-08-20 15:14,2020-08-20 15:30,16,Settlement Window
2020-08-20 15:59,2020-08-20 17:00,61,Daily Maintenance
2020-08-21 15:14,2020-08-21 15:30,16,Settlement Window
2020-08-21 15:59,2020-08-23 17:00,2941,Weekend / Holiday
2020-08-24 15:14,2020-08-24 15:30,16,Settlement Window
2020-08-24 15:59,2020-08-24 17:00,61,Daily Maintenance
2020-08-25 15:14,2020-08-25 15:30,16,Settlement Window
2020-08-25 15:59,2020-08-25 17:00,61,Daily Maintenance
2020-08-26 15:14,2020-08-26 15:30,16,Settlement Window
2020-08-26 15:59,2020-08-26 17:00,61,Daily Maintenance
2020-08-27 15:14,2020-08-27 15:30,16,Settlement Window
2020-08-27 15:59,2020-08-27 17:00,61,Daily Maintenance
2020-08-27 18:11,2020-08-27 18:13,2,Minor (2-5 min)
2020-08-28 15:14,2020-08-28 15:30,16,Settlement Window
2020-08-28 15:59,2020-08-30 17:00,2941,Weekend / Holiday
2020-08-31 15:14,2020-08-31 15:30,16,Settlement Window
2020-08-31 15:59,2020-08-31 17:00,61,Daily Maintenance
2020-09-01 15:14,2020-09-01 15:30,16,Settlement Window
2020-09-01 15:59,2020-09-01 17:00,61,Daily Maintenance
2020-09-02 15:14,2020-09-02 15:30,16,Settlement Window
2020-09-02 15:59,2020-09-02 17:00,61,Daily Maintenance
2020-09-03 10:23,2020-09-03 10:25,2,Minor (2-5 min)
2020-09-03 15:14,2020-09-03 15:30,16,Settlement Window
2020-09-03 15:59,2020-09-03 17:00,61,Daily Maintenance
2020-09-04 15:14,2020-09-04 15:30,16,Settlement Window
2020-09-04 15:59,2020-09-06 17:00,2941,Weekend / Holiday
2020-09-07 11:59,2020-09-07 17:00,301,Holiday Early Close
2020-09-08 08:43,2020-09-08 08:45,2,Minor (2-5 min)
2020-09-08 15:14,2020-09-08 15:30,16,Settlement Window
2020-09-08 15:59,2020-09-08 17:00,61,Daily Maintenance
2020-09-09 15:14,2020-09-09 15:30,16,Settlement Window
2020-09-09 15:59,2020-09-09 17:00,61,Daily Maintenance
2020-09-10 15:14,2020-09-10 15:30,16,Settlement Window
2020-09-10 15:59,2020-09-10 17:00,61,Daily Maintenance
2020-09-11 15:14,2020-09-11 15:30,16,Settlement Window
2020-09-11 15:59,2020-09-13 17:00,2941,Weekend / Holiday
2020-09-14 15:14,2020-09-14 15:30,16,Settlement Window
2020-09-14 15:59,2020-09-14 17:00,61,Daily Maintenance
2020-09-14 17:42,2020-09-14 17:44,2,Minor (2-5 min)
2020-09-15 15:14,2020-09-15 15:30,16,Settlement Window
2020-09-15 15:59,2020-09-15 17:00,61,Daily Maintenance
2020-09-16 15:14,2020-09-16 15:30,16,Settlement Window
2020-09-16 15:59,2020-09-16 17:00,61,Daily Maintenance
2020-09-17 15:14,2020-09-17 15:30,16,Settlement Window
2020-09-17 15:59,2020-09-17 17:00,61,Daily Maintenance
2020-09-18 15:14,2020-09-18 15:30,16,Settlement Window
2020-09-18 15:59,2020-09-20 17:00,2941,Weekend / Holiday
2020-09-21 15:14,2020-09-21 15:30,16,Settlement Window
2020-09-21 15:59,2020-09-21 17:00,61,Daily Maintenance
2020-09-22 15:14,2020-09-22 15:30,16,Settlement Window
2020-09-22 15:59,2020-09-22 17:00,61,Daily Maintenance
2020-09-23 15:14,2020-09-23 15:30,16,Settlement Window
2020-09-23 15:59,2020-09-23 17:00,61,Daily Maintenance
2020-09-24 15:14,2020-09-24 15:30,16,Settlement Window
2020-09-24 15:59,2020-09-24 17:00,61,Daily Maintenance
2020-09-25 15:14,2020-09-25 15:30,16,Settlement Window
2020-09-25 15:59,2020-09-27 17:00,2941,Weekend / Holiday
2020-09-28 15:14,2020-09-28 15:30,16,Settlement Window
2020-09-28 15:59,2020-09-28 17:00,61,Daily Maintenance
2020-09-29 15:14,2020-09-29 15:30,16,Settlement Window
2020-09-29 15:59,2020-09-29 17:00,61,Daily Maintenance
2020-09-30 15:14,2020-09-30 15:30,16,Settlement Window
2020-09-30 15:59,2020-09-30 17:00,61,Daily Maintenance
2020-10-01 15:14,2020-10-01 15:30,16,Settlement Window
2020-10-01 15:59,2020-10-01 17:00,61,Daily Maintenance
2020-10-02 15:14,2020-10-02 15:30,16,Settlement Window
2020-10-02 15:59,2020-10-04 17:00,2941,Weekend / Holiday
2020-10-05 15:14,2020-10-05 15:30,16,Settlement Window
2020-10-05 15:59,2020-10-05 17:00,61,Daily Maintenance
2020-10-06 15:14,2020-10-06 15:30,16,Settlement Window
2020-10-06 15:59,2020-10-06 17:00,61,Daily Maintenance
2020-10-07 15:14,2020-10-07 15:30,16,Settlement Window
2020-10-07 15:59,2020-10-07 17:00,61,Daily Maintenance
2020-10-08 15:14,2020-10-08 15:30,16,Settlement Window
2020-10-08 15:59,2020-10-08 17:00,61,Daily Maintenance
2020-10-09 15:14,2020-10-09 15:30,16,Settlement Window
2020-10-09 15:59,2020-10-11 17:00,2941,Weekend / Holiday
2020-10-12 15:14,2020-10-12 15:30,16,Settlement Window
2020-10-12 15:59,2020-10-12 17:00,61,Daily Maintenance
2020-10-13 15:14,2020-10-13 15:30,16,Settlement Window
2020-10-13 15:59,2020-10-13 17:00,61,Daily Maintenance
2020-10-14 15:14,2020-10-14 15:30,16,Settlement Window
2020-10-14 15:59,2020-10-14 17:00,61,Daily Maintenance
2020-10-15 15:14,2020-10-15 15:30,16,Settlement Window
2020-10-15 15:59,2020-10-15 17:00,61,Daily Maintenance
2020-10-16 15:14,2020-10-16 15:30,16,Settlement Window
2020-10-16 15:59,2020-10-18 17:00,2941,Weekend / Holiday
2020-10-19 15:14,2020-10-19 15:30,16,Settlement Window
2020-10-19 15:59,2020-10-19 17:00,61,Daily Maintenance
2020-10-20 15:14,2020-10-20 15:30,16,Settlement Window
2020-10-20 15:59,2020-10-20 17:00,61,Daily Maintenance
2020-10-21 15:14,2020-10-21 15:30,16,Settlement Window
2020-10-21 15:59,2020-10-21 17:00,61,Daily Maintenance
2020-10-22 15:14,2020-10-22 15:30,16,Settlement Window
2020-10-22 15:59,2020-10-22 17:00,61,Daily Maintenance
2020-10-23 15:14,2020-10-23 15:30,16,Settlement Window
2020-10-23 15:59,2020-10-25 17:00,2941,Weekend / Holiday
2020-10-26 15:14,2020-10-26 15:30,16,Settlement Window
2020-10-26 15:59,2020-10-26 17:00,61,Daily Maintenance
2020-10-27 15:14,2020-10-27 15:30,16,Settlement Window
2020-10-27 15:59,2020-10-27 17:00,61,Daily Maintenance
2020-10-27 23:08,2020-10-27 23:10,2,Minor (2-5 min)
2020-10-28 15:14,2020-10-28 15:30,16,Settlement Window
2020-10-28 15:59,2020-10-28 17:00,61,Daily Maintenance
2020-10-29 15:14,2020-10-29 15:30,16,Settlement Window
2020-10-29 15:59,2020-10-29 17:00,61,Daily Maintenance
2020-10-30 15:14,2020-10-30 15:30,16,Settlement Window
2020-10-30 15:59,2020-11-01 17:00,2941,Weekend / Holiday
2020-11-02 15:14,2020-11-02 15:30,16,Settlement Window
2020-11-02 15:59,2020-11-02 17:00,61,Daily Maintenance
2020-11-03 15:14,2020-11-03 15:30,16,Settlement Window
2020-11-03 15:59,2020-11-03 17:00,61,Daily Maintenance
2020-11-03 21:12,2020-11-03 21:14,2,Minor (2-5 min)
2020-11-04 15:14,2020-11-04 15:30,16,Settlement Window
2020-11-04 15:59,2020-11-04 17:00,61,Daily Maintenance
2020-11-05 15:14,2020-11-05 15:30,16,Settlement Window
2020-11-05 15:59,2020-11-05 17:00,61,Daily Maintenance
2020-11-06 15:14,2020-11-06 15:30,16,Settlement Window
2020-11-06 15:59,2020-11-08 17:00,2941,Weekend / Holiday
2020-11-09 06:37,2020-11-09 06:39,2,Minor (2-5 min)
2020-11-09 15:14,2020-11-09 15:30,16,Settlement Window
2020-11-09 15:59,2020-11-09 17:00,61,Daily Maintenance
2020-11-10 15:14,2020-11-10 15:30,16,Settlement Window
2020-11-10 15:59,2020-11-10 17:00,61,Daily Maintenance
2020-11-11 15:14,2020-11-11 15:30,16,Settlement Window
2020-11-11 15:59,2020-11-11 17:00,61,Daily Maintenance
2020-11-12 15:14,2020-11-12 15:30,16,Settlement Window
2020-11-12 15:59,2020-11-12 17:00,61,Daily Maintenance
2020-11-13 15:14,2020-11-13 15:30,16,Settlement Window
2020-11-13 15:59,2020-11-15 17:00,2941,Weekend / Holiday
2020-11-16 15:14,2020-11-16 15:30,16,Settlement Window
2020-11-16 15:59,2020-11-16 17:00,61,Daily Maintenance
2020-11-17 15:14,2020-11-17 15:30,16,Settlement Window
2020-11-17 15:59,2020-11-17 17:00,61,Daily Maintenance
2020-11-18 15:14,2020-11-18 15:30,16,Settlement Window
2020-11-18 15:59,2020-11-18 17:00,61,Daily Maintenance
2020-11-19 15:14,2020-11-19 15:30,16,Settlement Window
2020-11-19 15:59,2020-11-19 17:00,61,Daily Maintenance
2020-11-20 15:14,2020-11-20 15:30,16,Settlement Window
2020-11-20 15:59,2020-11-22 17:00,2941,Weekend / Holiday
2020-11-23 15:14,2020-11-23 15:30,16,Settlement Window
2020-11-23 15:59,2020-11-23 17:00,61,Daily Maintenance
2020-11-24 15:14,2020-11-24 15:30,16,Settlement Window
2020-11-24 15:59,2020-11-24 17:00,61,Daily Maintenance
2020-11-25 15:14,2020-11-25 15:30,16,Settlement Window
2020-11-25 15:59,2020-11-25 17:00,61,Daily Maintenance
2020-11-26 11:59,2020-11-26 17:00,301,Holiday Early Close
2020-11-27 12:14,2020-11-29 17:00,3166,Weekend / Holiday
2020-11-30 15:14,2020-11-30 15:30,16,Settlement Window
2020-11-30 15:59,2020-11-30 17:00,61,Daily Maintenance
2020-12-01 15:14,2020-12-01 15:30,16,Settlement Window
2020-12-01 15:59,2020-12-01 17:00,61,Daily Maintenance
2020-12-02 15:14,2020-12-02 15:30,16,Settlement Window
2020-12-02 15:59,2020-12-02 17:00,61,Daily Maintenance
2020-12-03 15:14,2020-12-03 15:30,16,Settlement Window
2020-12-03 15:59,2020-12-03 17:00,61,Daily Maintenance
2020-12-04 15:14,2020-12-04 15:30,16,Settlement Window
2020-12-04 15:59,2020-12-06 17:00,2941,Weekend / Holiday
2020-12-07 15:14,2020-12-07 15:30,16,Settlement Window
2020-12-07 15:59,2020-12-07 17:00,61,Daily Maintenance
2020-12-08 15:14,2020-12-08 15:30,16,Settlement Window
2020-12-08 15:59,2020-12-08 17:00,61,Daily Maintenance
2020-12-09 15:14,2020-12-09 15:30,16,Settlement Window
2020-12-09 15:59,2020-12-09 17:00,61,Daily Maintenance
2020-12-10 15:14,2020-12-10 15:30,16,Settlement Window
2020-12-10 15:59,2020-12-10 17:00,61,Daily Maintenance
2020-12-11 15:14,2020-12-11 15:30,16,Settlement Window
2020-12-11 15:59,2020-12-13 17:00,2941,Weekend / Holiday
2020-12-13 19:47,2020-12-13 19:49,2,Minor (2-5 min)
2020-12-13 21:53,2020-12-13 21:55,2,Minor (2-5 min)
2020-12-13 22:16,2020-12-13 22:18,2,Minor (2-5 min)
2020-12-13 22:29,2020-12-13 22:31,2,Minor (2-5 min)
2020-12-13 22:54,2020-12-13 22:56,2,Minor (2-5 min)
2020-12-14 05:11,2020-12-14 05:13,2,Minor (2-5 min)
2020-12-14 15:14,2020-12-14 15:30,16,Settlement Window
2020-12-14 15:59,2020-12-14 17:00,61,Daily Maintenance
2020-12-15 15:14,2020-12-15 15:30,16,Settlement Window
2020-12-15 15:59,2020-12-15 17:00,61,Daily Maintenance
2020-12-16 15:14,2020-12-16 15:30,16,Settlement Window
2020-12-16 15:59,2020-12-16 17:00,61,Daily Maintenance
2020-12-17 15:14,2020-12-17 15:30,16,Settlement Window
2020-12-17 15:59,2020-12-17 17:00,61,Daily Maintenance
2020-12-18 15:14,2020-12-18 15:30,16,Settlement Window
2020-12-18 15:59,2020-12-20 17:00,2941,Weekend / Holiday
2020-12-21 15:14,2020-12-21 15:30,16,Settlement Window
2020-12-21 15:59,2020-12-21 17:00,61,Daily Maintenance
2020-12-22 15:14,2020-12-22 15:30,16,Settlement Window
2020-12-22 15:59,2020-12-22 17:00,61,Daily Maintenance
2020-12-23 15:14,2020-12-23 15:30,16,Settlement Window
2020-12-23 15:59,2020-12-23 17:00,61,Daily Maintenance
2020-12-24 12:14,2020-12-27 17:00,4606,Weekend / Holiday
2020-12-28 15:14,2020-12-28 15:30,16,Settlement Window
2020-12-28 15:59,2020-12-28 17:00,61,Daily Maintenance
2020-12-29 15:14,2020-12-29 15:30,16,Settlement Window
2020-12-29 15:59,2020-12-29 17:00,61,Daily Maintenance
2020-12-30 15:14,2020-12-30 15:30,16,Settlement Window
2020-12-30 15:59,2020-12-30 17:00,61,Daily Maintenance
2020-12-31 15:14,2020-12-31 15:30,16,Settlement Window
2020-12-31 15:59,2021-01-03 17:00,4381,Weekend / Holiday
2021-01-04 15:14,2021-01-04 15:30,16,Settlement Window
2021-01-04 15:59,2021-01-04 17:00,61,Daily Maintenance
2021-01-05 15:14,2021-01-05 15:30,16,Settlement Window
2021-01-05 15:59,2021-01-05 17:00,61,Daily Maintenance
2021-01-06 15:14,2021-01-06 15:30,16,Settlement Window
2021-01-06 15:59,2021-01-06 17:00,61,Daily Maintenance
2021-01-07 15:14,2021-01-07 15:30,16,Settlement Window
2021-01-07 15:59,2021-01-07 17:00,61,Daily Maintenance
2021-01-08 15:14,2021-01-08 15:30,16,Settlement Window
2021-01-08 15:59,2021-01-10 17:00,2941,Weekend / Holiday
2021-01-11 15:14,2021-01-11 15:30,16,Settlement Window
2021-01-11 15:59,2021-01-11 17:00,61,Daily Maintenance
2021-01-12 15:14,2021-01-12 15:30,16,Settlement Window
2021-01-12 15:59,2021-01-12 17:00,61,Daily Maintenance
2021-01-13 15:14,2021-01-13 15:30,16,Settlement Window
2021-01-13 15:59,2021-01-13 17:00,61,Daily Maintenance
2021-01-14 15:14,2021-01-14 15:30,16,Settlement Window
2021-01-14 15:59,2021-01-14 17:00,61,Daily Maintenance
2021-01-15 15:14,2021-01-15 15:30,16,Settlement Window
2021-01-15 15:59,2021-01-17 17:00,2941,Weekend / Holiday
2021-01-18 11:59,2021-01-18 17:00,301,Holiday Early Close
2021-01-19 15:14,2021-01-19 15:30,16,Settlement Window
2021-01-19 15:59,2021-01-19 17:00,61,Daily Maintenance
2021-01-20 15:14,2021-01-20 15:30,16,Settlement Window
2021-01-20 15:59,2021-01-20 17:00,61,Daily Maintenance
2021-01-21 15:14,2021-01-21 15:30,16,Settlement Window
2021-01-21 15:59,2021-01-21 17:00,61,Daily Maintenance
2021-01-22 15:14,2021-01-22 15:30,16,Settlement Window
2021-01-22 15:59,2021-01-24 17:00,2941,Weekend / Holiday
2021-01-25 15:14,2021-01-25 15:30,16,Settlement Window
2021-01-25 15:59,2021-01-25 17:00,61,Daily Maintenance
2021-01-26 15:14,2021-01-26 15:30,16,Settlement Window
2021-01-26 15:59,2021-01-26 17:00,61,Daily Maintenance
2021-01-26 23:28,2021-01-26 23:30,2,Minor (2-5 min)
2021-01-27 15:14,2021-01-27 15:30,16,Settlement Window
2021-01-27 15:59,2021-01-27 17:00,61,Daily Maintenance
2021-01-28 15:14,2021-01-28 15:30,16,Settlement Window
2021-01-28 15:59,2021-01-28 17:00,61,Daily Maintenance
2021-01-29 15:14,2021-01-29 15:30,16,Settlement Window
2021-01-29 15:59,2021-01-31 17:00,2941,Weekend / Holiday
2021-02-01 15:14,2021-02-01 15:30,16,Settlement Window
2021-02-01 15:59,2021-02-01 17:00,61,Daily Maintenance
2021-02-02 15:14,2021-02-02 15:30,16,Settlement Window
2021-02-02 15:59,2021-02-02 17:00,61,Daily Maintenance
2021-02-03 15:14,2021-02-03 15:30,16,Settlement Window
2021-02-03 15:59,2021-02-03 17:00,61,Daily Maintenance
2021-02-04 15:14,2021-02-04 15:30,16,Settlement Window
2021-02-04 15:59,2021-02-04 17:00,61,Daily Maintenance
